Resevoir dogs,Harvey Keitel,Tim Roth,Michael Madsen,Chris Penn,Steve Buscemi,Lawrence Tierney,Randy Brooks,Kirk Baltz,Edward Bunker,Quentin Tarantino,Steven Wright
True romance,Chris Penn,Christian Slater,Patricia Arquette,Michael Rapaport,Bronson Pinchot,Saul Rubinek,Dennis Hopper,James Gandolfini,Gary Oldman,Christopher Walken,Tom Sizemore,Michael Beach,Brad Pitt,Val Kilmer,Samuel L. Jackson,Conchata Ferrel
Pulp fiction,Harvey Keitel,Tim Roth,Samuel L. Jackson,Christopher Walken,John Travolta,Uma Thurman,Amanda Plummer,Maria de Medeiros,Ving Rhames,Eric Stoltz,Rosana Arquette,Bruce Willis
Natural born killers,Tom Sizemore,Kirk Baltz,Steven Wright,Woody Harrelson,Juliette Lewis,Robert Downey Jr.,Tommy Lee Jones,Rodney Dangerfield,Edie McClurg,Sean Stone,Russell Means,Lanny Flaherty,Evan Handler,Richard Lineback,Pruitt Taylor Vince,Joe Grifasi,Everett Quinton,Marshall Bell,Louis Lombardi,Dale Dye,O Lan James
From dusk till dawn,Quentin Tarantino,Harvey Keitel,Juliette Lewis,George Clooney,Salma Hayek,Danny Trejo,Tom Savini,Fred Williamson,Michael Parks,John Saxon,Marc Lawrence,Kelly Preston,John Hawkes,Tito and Tarantula
Kill bill 1,Uma Thurman,Michael Madsen,Michael Parks,Lucy Liu,David Carradine,Vivica A. Fox,Daryl Hannah,Julie Dreyfus,Sonny Chiba,Chiaki Kuriyama,Gordon Liu,Michael Bowen,Jun Kinimura,Kenji Ohna,James Parks
Kill bill 2,Uma Thurman,Michael Madsen,David Carradine,Daryl Hannah,Gordon Liu,Lucy Liu,Vivica A. Fox,Michael Parks,Samuel L. Jackson,Bo Svenson,Jeannie Epper,Larry Bishop,Sid Haig
Death proof,Quentin Tarantino,Michael Parks,James Parks,Kurt Russel,Zoe Bell,Rosario Dawson,Vanessa Ferlito,Sydney Tamiia Poitier,Tracie Thoms,Jordan Ladd,Rose McGowan,Mary Elizabeth Winstead,Marcy Harriel,Eli Roth,Omar Doom,Michael Bacall,Monica Staggs,Jonathan Lpughran,Marley Shelton
Inglorius basterds,Brad Pitt,Eli Roth,Omar Doom,Julie Dreyfus,Bo Svenson,Harvey Keitel,Quentin Tarantino,Samuel L. Jackson,Melanie Laurent,Christoph Waltz,Michael Fassbender,Diane Kruger,Daniel Bruhl,Til Schweiger,Gedeon Burkhard,Jacky Ido,B. J. Novak,August Diehl,Denis Menochet,Sylvester Groth,Martin Wuttke,Mike Myers,Richard Sammel,Alexander Fehling,Rod Taylor,Sonke Mohring,Samm Levine,Paul Rust,Ken Duken,Christian Berkel
Django unchained,Christoph Waltz,Samuel L. Jackson,Quentin Tarantino,Jamie Foxx,Leonardo DiCaprio,Kerry Washington,Don Johnson,Walton Goggins,James Remar,Dennis Christopher,James Russo,David Steen,Tom Wopat,Dana Gourrier,Laura Cayouette,Ato Essandoh,Sammi Rotibi,Omar J. Dorsey,Franco Nero
The hateful eight,Samuel L. Jackson,Kurt Russel,Tim Roth,Michael Madsen,James Parks,Dana Gourrier,Zoe Bell,Walton Goggins,Jennifer Jason Leigh,Demian Bichir,Bruce Dern,Lee Horsley,Channing Tatum,Gene Jones
